example_id,tag,seed,fraction_on_identity,true_label,pred_label,pred_prob
1226462657177210880,cciv2,42,0.2423525946552008,1,0,0.29904207587242126
1345755511002689545,cciv2,42,0.07057318957539202,1,1,0.7563632130622864
1593588138030804992,cciv2,42,0.13876868950065563,0,0,0.19814911484718323
1641175481511714816,cciv2,42,0.0053794221945403465,0,0,0.4344775676727295
1565180170016735233,cciv2,42,0.0,0,0,0.30222252011299133
1577125319710248960,cciv2,42,0.027982435263586427,0,0,0.16687439382076263
1548349221429866498,cciv2,42,0.10580382841190024,0,0,0.2386450469493866
1298217767297003521,cciv2,42,0.1328320012110377,0,0,0.18798334896564484
1124008705845026823,cciv2,42,0.025553108572298033,0,0,0.16636568307876587
1246121373472378880,cciv2,42,0.1970860942660266,1,1,0.6389532685279846
1345778047421562880,cciv2,42,0.020109209007920518,1,1,0.7939123511314392
1444988795108139008,cciv2,42,0.01912826677295336,1,0,0.262271910905838
1275278623860305922,cciv2,42,0.032431765543277175,0,0,0.20899158716201782
1223263760950775808,cciv2,42,0.06645603778667801,0,0,0.25342851877212524
1466446193337196552,cciv2,42,0.023428172883246452,0,0,0.18577812612056732
1512367141198213123,cciv2,42,0.014663771739308188,0,0,0.16553832590579987
1451346708579897345,cciv2,42,0.06369316691256652,0,0,0.18704058229923248
1359732117211668481,cciv2,42,0.028810499732420922,0,0,0.2608761787414551
1204634292044697600,cciv2,42,0.040290957609109626,0,0,0.19811707735061646
1242197959413989377,cciv2,42,0.2073589778747625,0,0,0.22992205619812012
1345415514424750083,cciv2,42,0.010573198638942701,0,0,0.2287093698978424
1628172722969751552,cciv2,42,0.12104364197609163,0,0,0.480568528175354
1123014488888893440,cciv2,42,0.035407044882935015,0,0,0.21041807532310486
1345690021563654144,cciv2,42,0.035921770072103835,0,0,0.21924962103366852
1504459560207147011,cciv2,42,0.0857162087081532,0,0,0.18707074224948883
1507052730803802122,cciv2,42,0.21343484536986157,0,0,0.31315842270851135
1270803144147075075,cciv2,42,0.08355508506566245,1,1,0.7711917757987976
1274310552161079297,cciv2,42,0.05246633303001856,0,0,0.17884615063667297
1564334956100423680,cciv2,42,0.028322656625424956,0,0,0.20544712245464325
1388425054665510912,cciv2,42,0.10833201956461404,0,0,0.22743527591228485
1585359766754586624,cciv2,42,0.019704208527404617,1,1,0.7891774773597717
1463617131946205187,cciv2,42,0.1561588884026339,1,0,0.43215489387512207
1222296463822049281,cciv2,42,0.08657797732742208,0,0,0.20226655900478363
1218986472197566464,cciv2,42,0.0901215628266189,0,0,0.267800897359848
1594755480441733131,cciv2,42,0.516349916336543,1,1,0.5073940753936768
1508215661482463238,cciv2,42,0.009223544069899755,0,0,0.28009697794914246
1216725210507902979,cciv2,42,0.007973682453619183,0,0,0.197562575340271
1192249138957582338,cciv2,42,0.0820730996189326,0,0,0.17290373146533966
1452130397932998657,cciv2,42,0.011400019360098554,0,0,0.20737993717193604
1117368474597318661,cciv2,42,0.028890837116552555,0,0,0.19059576094150543
1491416161812361216,cciv2,42,0.011193918460882989,0,0,0.33943280577659607
1307141355915927553,cciv2,42,0.1091262930963536,1,1,0.6014529466629028
1519509018271789056,cciv2,42,0.0,0,0,0.30072861909866333
1482268883465777157,cciv2,42,0.03177696932334699,0,0,0.22236916422843933
1291416524264222721,cciv2,42,0.005824552210772997,0,0,0.20724734663963318
1530459713028390913,cciv2,42,0.0798662749398291,0,0,0.19735071063041687
1606670420719067139,cciv2,42,0.015426304350165475,1,0,0.1830940693616867
1514890228493963265,cciv2,42,0.0,0,0,0.19608323276042938
1499672184414998536,cciv2,42,0.011651098363274002,0,0,0.19288747012615204
1347316666028478466,cciv2,42,0.11825078711616409,0,0,0.2249942421913147
1648058784890372097,cciv2,42,0.004366499938209351,0,0,0.1799376904964447
1227781168109506560,cciv2,42,0.06582658872146031,0,0,0.2089373618364334
1379807592143290370,cciv2,42,0.009019905908656546,0,0,0.1678384393453598
1487026637099126784,cciv2,42,0.006726281613634893,0,0,0.20182979106903076
1355165540453642240,cciv2,42,0.038259316068426676,0,0,0.1883842498064041
1298413749121024004,cciv2,42,0.1888588612995519,0,0,0.286431223154068
1575263521750847491,cciv2,42,0.0,0,0,0.23113295435905457
1233438028846125058,cciv2,42,0.03090941950938281,0,0,0.20957474410533905
1628082486772215841,cciv2,42,0.018022551578657803,0,0,0.27041637897491455
1399046300872675328,cciv2,42,0.02038526321803008,0,0,0.22818849980831146
1259954791591133185,cciv2,42,0.04810649661727751,1,0,0.19335347414016724
1586732526223040512,cciv2,42,0.005206643837973227,0,0,0.22525732219219208
1445380143384514561,cciv2,42,0.02163306508368566,0,0,0.17859096825122833
1498475514394288129,cciv2,42,0.004649502600451795,0,0,0.16603626310825348
1190205141380583424,cciv2,42,0.16552992475591702,1,1,0.7902278900146484
1377716013916172292,cciv2,42,0.06431036971418827,0,0,0.1661538928747177
1355641493956874241,cciv2,42,0.02513371458447522,0,0,0.2292843908071518
1393667052968333318,cciv2,42,0.10307549148407923,0,1,0.5939033627510071
1587412786375557120,cciv2,42,0.07118003546857188,1,1,0.7605561017990112
1300489088198496258,cciv2,42,0.034053714863276845,0,0,0.19134074449539185
1637493415016296449,cciv2,42,0.024718398974329148,0,0,0.1800202578306198
1380751228171354112,cciv2,42,0.021325950552388295,0,0,0.17326267063617706
1120860417645895680,cciv2,42,0.16627698342278704,1,1,0.7664024829864502
1319668055367208961,cciv2,42,0.01755171647947008,0,0,0.17966242134571075
1392520237539549188,cciv2,42,0.08112275342397825,0,0,0.18371517956256866
1397398267806236676,cciv2,42,0.09345405614798168,0,0,0.19288477301597595
1407216852875452443,cciv2,42,0.005157897585503588,0,0,0.2177281677722931
1393616932696432640,cciv2,42,0.11677703708778918,0,0,0.18754084408283234
1445042996408246275,cciv2,42,0.040165388733110804,1,1,0.7731642723083496
1592051401177591808,cciv2,42,0.024908794710165865,1,0,0.17376300692558289
1297284021282537472,cciv2,42,0.004999890817150529,0,0,0.18930736184120178
1639011015076478977,cciv2,42,0.16747029959646728,0,0,0.24757465720176697
1405155653988098056,cciv2,42,0.054388492205443215,0,0,0.18690571188926697
1298280815273672705,cciv2,42,0.054301322799343736,0,0,0.3014048933982849
1600473720186773505,cciv2,42,0.095499709255481,1,1,0.6330026984214783
1469703539081449472,cciv2,42,0.002469820359304996,0,0,0.1657579094171524
1268558839214899201,cciv2,42,0.017401918139085214,0,0,0.227202370762825
1345451046475354112,cciv2,42,0.0014518185649778767,1,1,0.7262505888938904
1270982396121214978,cciv2,42,0.013142013851592835,1,0,0.2142907828092575
1411961344962686978,cciv2,42,0.0036283040323389047,0,0,0.18932512402534485
1276793702472716289,cciv2,42,0.006416527461069035,0,0,0.2072330117225647
1556353135844679680,cciv2,42,0.24264719121216657,0,1,0.7338123917579651
1293954705257684992,cciv2,42,0.04199691436581948,0,0,0.2266383022069931
1171163784762839042,cciv2,42,0.02609456570234646,0,0,0.1725257933139801
1122994928299036677,cciv2,42,0.29315171165139914,1,1,0.7932924032211304
1298402312868724736,cciv2,42,0.010720369744321582,0,0,0.1848773956298828
1286786961542455298,cciv2,42,0.021340557543799425,0,0,0.19255737960338593
1396689194106294278,cciv2,42,0.06986193166480333,0,0,0.23085525631904602
1563287160908042241,cciv2,42,0.12409570409366609,0,0,0.4108779728412628
1541730204648935425,cciv2,42,0.026935073511395822,1,1,0.7880284190177917
1268895623278850050,cciv2,42,0.00031193049385577873,0,0,0.21482717990875244
1451370158367264777,cciv2,42,0.1907781143089756,0,0,0.45268765091896057
1491958977667682308,cciv2,42,0.033176015927067704,0,0,0.20546165108680725
1396966089708425218,cciv2,42,0.033573084393961956,0,0,0.1805320680141449
1442978128394014722,cciv2,42,0.02602325048101606,0,0,0.173248291015625
1458514255716786182,cciv2,42,0.0581288713243726,0,0,0.2510640621185303
1321845326555176960,cciv2,42,0.021525574152572047,0,0,0.20575669407844543
1633559221227642883,cciv2,42,0.10911686681545536,0,0,0.33965665102005005
1586647573368037376,cciv2,42,0.028231592052885564,1,1,0.781336784362793
1241856213811412992,cciv2,42,0.011548397923370946,0,0,0.18260043859481812
1647374538324189184,cciv2,42,0.005067015246796267,0,1,0.7533320784568787
1345235597749854208,cciv2,42,0.02533450393233836,1,1,0.7917402982711792
1239012712673411078,cciv2,42,0.0,0,0,0.4292433261871338
1582437173277601792,cciv2,42,0.12164439664386033,0,0,0.3274908661842346
1120591069526228997,cciv2,42,0.08774580285006049,0,0,0.19130782783031464
1283422598613868546,cciv2,42,0.0020419118383086395,0,0,0.191062331199646
1196747794264051713,cciv2,42,0.060680411079406305,0,0,0.23788250982761383
1300022096064520193,cciv2,42,0.06433900887769023,1,0,0.3019886314868927
1347894076318879744,cciv2,42,0.033401988277145835,0,0,0.24794787168502808
1343348218743164928,cciv2,42,0.025330171982689016,0,0,0.1979624480009079
1288266046248562689,cciv2,42,0.0559843833156913,0,0,0.20083092153072357
1394273212100456448,cciv2,42,0.029980805237606097,1,1,0.7978196740150452
1345212454469566466,cciv2,42,0.014093252156016867,0,0,0.2867022752761841
1316806707725709314,cciv2,42,0.042495318581824766,0,0,0.18833476305007935
1274382276730802176,cciv2,42,0.006268830252927799,0,0,0.3061676025390625
1630353342328107008,cciv2,42,0.11964498716725758,0,0,0.21790774166584015
1518388184870178816,cciv2,42,0.04157147838546502,0,0,0.17354920506477356
1597318794422411265,cciv2,42,0.014137366615091388,0,0,0.21705178916454315
1297728264358813698,cciv2,42,0.02286122964917886,0,0,0.19004715979099274
1092607702524743680,cciv2,42,0.012525786141280677,0,0,0.19603431224822998
1558159706383912964,cciv2,42,0.007465134391025272,0,0,0.1734115481376648
1574261143576535040,cciv2,42,0.03429656858021339,1,1,0.797630786895752
1401102417559580678,cciv2,42,0.031796558755903995,0,0,0.18632280826568604
1308105045452390403,cciv2,42,0.1337107660693792,0,0,0.23803812265396118
1508194787001831431,cciv2,42,0.027305336101115636,0,0,0.2108510136604309
1232601234143678464,cciv2,42,0.1388332372435242,0,1,0.6874657273292542
1283393408778870785,cciv2,42,0.005838105039155749,0,0,0.1916723996400833
1515204878397849601,cciv2,42,0.06282156666443707,0,0,0.16148678958415985
1542274011576602626,cciv2,42,0.03613797746509899,0,1,0.7060356140136719
1293974461662793728,cciv2,42,0.08875114886079438,0,0,0.2990603744983673
1211490408754270210,cciv2,42,0.03851560198012565,0,0,0.18936853110790253
1097212292893196289,cciv2,42,0.428440971458064,1,1,0.7917230129241943
1581970735957872640,cciv2,42,0.2218486047812063,0,0,0.23862603306770325
1225984535046840320,cciv2,42,0.09069221271804988,1,1,0.7185726761817932
1604186809625415680,cciv2,42,0.04626064617365965,0,0,0.17587286233901978
1163972893765775365,cciv2,42,0.07672936380934747,0,0,0.1915959119796753
1341775550189350912,cciv2,42,0.0037993896859511832,0,0,0.21230316162109375
1286748877563891713,cciv2,42,0.04189130088510493,0,0,0.2256603091955185
1460712630553923584,cciv2,42,0.0693469347971684,0,0,0.1731267124414444
1477825713206177792,cciv2,42,0.024768277551108036,0,0,0.20446108281612396
1284434882140176389,cciv2,42,0.06463752363390865,1,1,0.6795128583908081
1255205589396979724,cciv2,42,0.024493573399239504,0,0,0.17308229207992554
1449353935626588163,cciv2,42,0.06932537660871275,0,0,0.19785629212856293
1287098479496634370,cciv2,42,0.021573431347381294,0,0,0.19980743527412415
1241902809592803328,cciv2,42,0.24732761010432863,1,1,0.7832139730453491
1235962772770283522,cciv2,42,0.0071718402677884525,0,0,0.16912724077701569
1448053433374740482,cciv2,42,0.0025031274300336987,0,0,0.18545721471309662
1282333713267859458,cciv2,42,0.08068612582452148,1,1,0.5434345602989197
1325795907514863622,cciv2,42,0.018412317126131405,0,0,0.16844478249549866
1417228816808820741,cciv2,42,0.03325669543856776,0,0,0.20574629306793213
1611744750368956416,cciv2,42,0.04098128482475846,0,0,0.18450184166431427
1521292300260888578,cciv2,42,0.02238326392076777,0,0,0.17664887011051178
1203555334805164033,cciv2,42,0.34746345903009224,1,1,0.797966480255127
1580245639979749377,cciv2,42,0.031186806692605467,0,0,0.2913665175437927
1463578662922604548,cciv2,42,0.322749775412688,0,0,0.20270700752735138
1449684061912510466,cciv2,42,0.02291621632902274,0,0,0.1668425351381302
1152034933176590336,cciv2,42,0.1346672004760719,1,1,0.7850406765937805
1584558203626434560,cciv2,42,0.11520982785657219,0,0,0.25940319895744324
1553717576458534912,cciv2,42,0.02122783526285747,0,0,0.2023015171289444
1255567029551144964,cciv2,42,0.035257627175294834,0,0,0.21280917525291443
1545151228413415425,cciv2,42,0.3637668694558829,1,1,0.7873644828796387
1468967696523878410,cciv2,42,0.07121574749523027,0,0,0.218191996216774
1489845616750444545,cciv2,42,0.025317270850589105,0,0,0.19731150567531586
1393522778440093700,cciv2,42,0.0067862332365710674,0,0,0.18338248133659363
1345567610780397570,cciv2,42,0.017446945729865174,0,0,0.19330112636089325
1547669888851795979,cciv2,42,0.305111825979637,0,1,0.6496843695640564
1513201920797810690,cciv2,42,0.19272698257816395,0,0,0.295942097902298
1284847378499944449,cciv2,42,0.06901645749369263,0,0,0.20289120078086853
1516924289143951360,cciv2,42,0.02095972747852305,0,0,0.20176316797733307
1449714900805242883,cciv2,42,0.0177206434676412,0,0,0.23033097386360168
1258707209304891392,cciv2,42,0.023740438670207288,0,0,0.18900328874588013
1511107589932830723,cciv2,42,0.008839164911608225,0,0,0.24150748550891876
1219921409415270400,cciv2,42,0.039031045420214835,0,0,0.1997593194246292
1542857597589528577,cciv2,42,0.0,1,1,0.7757723331451416
1620508837328588803,cciv2,42,0.010040660070253246,1,0,0.29624664783477783
1144672451592413185,cciv2,42,0.05967043556644393,1,1,0.7760112881660461
1198999631323115520,cciv2,42,0.05660806509764966,0,0,0.19720414280891418
1365488105378230278,cciv2,42,0.02171452880086578,0,0,0.16112534701824188
1637857580776312834,cciv2,42,0.011741881072945819,1,0,0.35218745470046997
1539994279455719424,cciv2,42,0.04943262400115013,0,0,0.27912768721580505
1551584334104215552,cciv2,42,0.01017169319087948,0,0,0.18000538647174835
1283750313418055681,cciv2,42,0.04512384494371715,0,0,0.1958240419626236
1392197387427274755,cciv2,42,0.017216414177708705,0,0,0.24387127161026
1233959222305607680,cciv2,42,0.11544768556195513,1,1,0.7854723930358887
1625906106156429330,cciv2,42,0.027583833953935443,1,0,0.22969426214694977
1619534124024487937,cciv2,42,0.011026104603820369,0,0,0.18744194507598877
1509027883716526080,cciv2,42,0.04141878277800993,0,0,0.44525572657585144
1293924575890345985,cciv2,42,0.011644701299728706,0,0,0.1910494714975357
1646011668751699972,cciv2,42,0.03973927742859471,0,1,0.7102915644645691
1506007293728591873,cciv2,42,0.3252633970034914,0,0,0.2869950532913208
1643707401512550400,cciv2,42,0.09428471164045384,0,0,0.20035099983215332
1210275610813054976,cciv2,42,0.0040378327058000745,0,0,0.18196311593055725
1635345125575626752,cciv2,42,0.012218224372495977,0,0,0.18652474880218506
1381927979090075651,cciv2,42,0.10814565855644007,0,0,0.22219730913639069
1345012434608795650,cciv2,42,0.008026963952310825,0,0,0.2557280957698822
1286035333755305984,cciv2,42,0.04329034480073322,0,0,0.2012494057416916
1554196257270284294,cciv2,42,0.0036932182835758783,0,0,0.17401614785194397
1090985813398061056,cciv2,42,0.5728586524947096,1,1,0.761091411113739
1212830436012908544,cciv2,42,0.08248509884497243,0,0,0.2405490130186081
1539054160896827392,cciv2,42,0.022487667555791988,0,0,0.22763444483280182
1270774783958016005,cciv2,42,0.05066975710522657,0,0,0.19427400827407837
1205464611157413888,cciv2,42,0.1597544992505454,1,1,0.7747896909713745
1470443338213957637,cciv2,42,0.003988582190546803,0,0,0.2230333685874939
1646682021396115456,cciv2,42,0.021299739620649398,0,0,0.20416827499866486
1103688981038985217,cciv2,42,0.021838776167385228,0,0,0.18651926517486572
1396961028102053893,cciv2,42,0.13078748559447925,1,0,0.2578441798686981
1103013290916175874,cciv2,42,0.01568349353880494,0,0,0.19082196056842804
1284764621560315904,cciv2,42,0.0441076343437159,0,0,0.1731012910604477
1281292234013446145,cciv2,42,0.01187450091823125,0,0,0.16953828930854797
1636400650786426883,cciv2,42,0.05528782464056087,0,0,0.22280153632164001
1219628821881802753,cciv2,42,0.01600917322890812,0,0,0.26217761635780334
1585465243727056896,cciv2,42,0.0,0,0,0.32250940799713135
1517548575332265984,cciv2,42,0.010918703497364821,0,0,0.20670393109321594
1223652621153722372,cciv2,42,0.025288482519852783,0,0,0.19219321012496948
1106562886778998785,cciv2,42,0.0,1,1,0.7630618214607239
1518553007582892032,cciv2,42,0.01711579151849966,0,0,0.17805500328540802
1397954044455391233,cciv2,42,0.050013952211541805,0,0,0.35602861642837524
1252073855046352897,cciv2,42,0.03617680926985931,0,0,0.18551090359687805
1515229140768546819,cciv2,42,0.059922141312221275,1,0,0.29701918363571167
1542539148841607169,cciv2,42,0.05555856463413236,0,1,0.5121358036994934
1427586547621236739,cciv2,42,0.025475566996512423,0,0,0.18469704687595367
1177946201179578368,cciv2,42,0.4002075499600402,0,1,0.6310005187988281
1253687689410416641,cciv2,42,0.036018402255736985,0,0,0.18440385162830353
1222396158653259777,cciv2,42,0.01778101650127262,0,0,0.18927119672298431
1217246308743962624,cciv2,42,0.05585450145153615,0,0,0.27174317836761475
1382668135690428419,cciv2,42,0.03109299836436649,0,0,0.17616862058639526
1650582626758180865,cciv2,42,0.0,0,0,0.19878993928432465
1252009084078997505,cciv2,42,0.07979564815528555,1,0,0.21488353610038757
1248241876005724161,cciv2,42,0.007445067759941496,0,0,0.18316297233104706
1543360155651391500,cciv2,42,0.03998704159123274,0,1,0.7189233899116516
1318980851808481281,cciv2,42,0.007232872305281417,0,0,0.17850369215011597
1397587532574040069,cciv2,42,0.0035537000682958554,0,0,0.18695935606956482
1466454112279662604,cciv2,42,0.008943443173131404,0,0,0.16260793805122375
1526762269064974346,cciv2,42,0.09620109289148873,1,1,0.6969536542892456
1566132180467814400,cciv2,42,0.038410986363960446,0,0,0.16215775907039642
1644717646246473736,cciv2,42,0.05594217716607958,0,0,0.1668841391801834
1573081978949505024,cciv2,42,0.03359311945884026,1,1,0.732909619808197
1544818240484155392,cciv2,42,0.006263093829891237,0,0,0.22853262722492218
1121874377631465474,cciv2,42,0.0188146629637546,0,0,0.19041474163532257
1291623819572989955,cciv2,42,0.14730490458282444,1,1,0.7545303106307983
1580600904746962945,cciv2,42,0.04191764589214375,1,1,0.7866944670677185
1428807603031789569,cciv2,42,0.024908488099441302,0,1,0.7001684308052063
1109061649242226688,cciv2,42,0.03091820876978062,0,0,0.18607422709465027
1392756158914600960,cciv2,42,0.013870677689730966,0,0,0.17600318789482117
1133067761184378885,cciv2,42,0.3130031665336486,1,1,0.7935460805892944
1468658508014911492,cciv2,42,0.04518301218032463,0,0,0.21493396162986755
1579549222038560768,cciv2,42,0.0549062266202502,0,0,0.1664658933877945
1644465858670993409,cciv2,42,0.04881795695963432,1,0,0.2539529502391815
1506076192130191360,cciv2,42,0.016134977619806277,0,0,0.1764698177576065
1159696677130948608,cciv2,42,0.028793811695745252,0,0,0.19566215574741364
1633114503305936899,cciv2,42,0.04813647448429379,0,1,0.7327693700790405
1128058851188670470,cciv2,42,0.05404013657791913,0,0,0.22603411972522736
1296858111521648640,cciv2,42,0.065490281140175,0,1,0.6042667627334595
1187403288007888898,cciv2,42,0.0,0,0,0.19865202903747559
1458036894860775426,cciv2,42,0.017751279699001744,0,0,0.22494955360889435
1356378388164976645,cciv2,42,0.012035109494526946,0,0,0.2192317694425583
1517749284304695298,cciv2,42,0.03103749043787018,0,0,0.3063957691192627
1256562515288494082,cciv2,42,0.06582027639799716,0,0,0.17894811928272247
1526056251007852544,cciv2,42,0.01998600529967548,0,0,0.20613449811935425
1352771322863116288,cciv2,42,0.1485718217176861,0,0,0.23248900473117828
1393789126772543490,cciv2,42,0.1328846938158195,0,0,0.19370755553245544
1360239202827403267,cciv2,42,0.06857600281777983,0,0,0.18781360983848572
1353190490305392640,cciv2,42,0.01869347278690252,0,0,0.25863078236579895
1357201397838618624,cciv2,42,0.08564581143186555,0,0,0.21417325735092163
1255823949532987397,cciv2,42,0.0052710793101428625,1,0,0.18349452316761017
1272891981480497152,cciv2,42,0.05929531227586503,0,0,0.18689550459384918
1354349851581034498,cciv2,42,0.00010055097791386172,0,0,0.18138939142227173
1120663055526957062,cciv2,42,0.10027477780819542,0,0,0.2070385217666626
